job_name,position,diploma,company_name,company_size,company_type,salary
产品经理（“央博”数字平台）,北京,本科,央视网,1000-9999人,国企,1万-1.5万
咨询顾问/底薪8500-11000+提成3-30%,北京,本科,丽兹行,1000-9999人,民营,1万-1.5万
数据研发工程师（北京）,北京,本科,蚂蚁集团,10000人以上,民营,面议
金融模型开发工程师（成都）(J11062),北京,博士,联通数科,1000-9999人,国企,1.5万-3万
研发中心-产业研究助理分析师,北京,硕士,中海油,10000人以上,国企,面议
药物警戒专员,北京,本科,华润医药,10000人以上,国企,面议
电池安全开发工程师,北京,硕士,北汽集团,100-299人,国企,面议
算法工程师-机器学习（北京）,北京,本科,蚂蚁集团,10000人以上,民营,面议
网络信息安全攻防工程师(J11013),北京,本科,联通数科,1000-9999人,国企,1万-2万
计划运营专员（北京）(J10199),北京,本科,360集团,100-299人,其它,面议
数据质量工程师,北京,硕士,中海油,10000人以上,国企,面议
数据开发运营与治理,北京,本科,中国联合网络通信有限公司北京市分公司,,国企,面议
动力性能集成工程师,北京,硕士,北汽集团,100-299人,国企,面议
数据安全产品需求分析(J11057),北京,本科,联通数科,1000-9999人,国企,1万-2万
生物分析方向(J10582),北京,本科,甘李药业,1000-9999人,股份制企业,5千-9千
高级威胁分析工程师 （情报分析方向）（北京）(J10189),北京,本科,360集团,100-299人,其它,面议
客户经理助理,北京,硕士,中海油,10000人以上,国企,面议
IS管理,北京,本科,北汽集团,100-299人,国企,面议
行业云支撑经理(J11041),北京,本科,联通数科,1000-9999人,国企,1万-2万
智能化助理工程师,北京,硕士,泰豪公司,1000-9999人,上市公司,面议
计划工程师（深圳）(J10198),北京,本科,360集团,100-299人,其它,面议
【2023】产品创设(J15594),北京,本科,中国中金财富证券,1000-9999人,其它,面议
数据分析工程师,北京,博士,国家创新中心,500-999人,国企,面议
临床数据管理与统计分析方向(J10573),北京,硕士,甘李药业,1000-9999人,股份制企业,9千-1.5万
运营商经营发展研究岗,北京,硕士,中国联通研究院,500-999人,国企,面议
大数据平台研发工程师（北京）(J10179),北京,本科,360集团,100-299人,其它,面议
基金市场专员-北京,北京,本科,旭阳集团,1000-9999人,外商独资,面议
026技术研发岗（校招）,北京,硕士,中国金电,1000-9999人,国企,面议
2023校园招聘-软件设计师,北京,硕士,电视电声研究所,100-299人,其它,1万-2万
传感器研发工程师,北京,本科,“互联网之光”博览会,,其它,面议
IT质量管理及经营分析工程师,北京,学历不限,中国联通,10000人以上,国企,面议
临床医学实验室-主管技师,北京,博士,空军特色医学中心,1000-9999人,事业单位,面议
大数据分析及应用开发岗（数据分析方向）,北京,硕士,北汽集团,100-299人,国企,面议
细胞/分子生物学研究方向-XFM(J10609),北京,硕士,甘李药业,1000-9999人,股份制企业,9千-1.5万
采购专员（北京）(J10172),北京,本科,360集团,100-299人,其它,面议
用户体验数据分析师,北京,学历不限,CHEARI,500-999人,事业单位,面议
营销管培生/底薪4000+绩效+提成/五险一金/带薪培训,全国,大专,链家房地产,10000人以上,民营,4千-8千
数据及运营,北京,硕士,北汽集团,100-299人,国企,面议
大数据应用工程师,北京,硕士,中海油,10000人以上,国企,面议
商业产品运营（北京）(J10206),北京,本科,360集团,100-299人,其它,面议
智能传感器系统工程师,北京,博士,国家创新中心,500-999人,国企,面议
运营数据分析师,北京,学历不限,中国联通,10000人以上,国企,面议
人群研究岗,北京,硕士,北汽集团,100-299人,国企,面议
合规管理主办,北京,硕士,中海油,10000人以上,国企,面议
信息科-工程师,北京,硕士,空军特色医学中心,1000-9999人,事业单位,面议
研究顾问（医疗行业市场研究）,北京,硕士,HCR慧辰,500-999人,民营,1万-1.5万
数据安全产品需求分析,北京,本科,中国联通,10000人以上,国企,面议
政策研究员（北京）(J10227),北京,本科,360集团,100-299人,其它,面议
销售助理/文员,北京,本科,康师傅,10000人以上,上市公司,6千-8千
营销分析岗-中海炼化本部,北京,硕士,中海油,10000人以上,国企,面议
选择大于努力/链家房产销售/无经验月薪过万不是梦/在这个平台上3年内实现买房买车的愿望,全国,大专,链家房地产,10000人以上,民营,4千-8千
客服运营,北京,本科,北汽集团,100-299人,国企,面议
质量QC分析研究员,北京,硕士,华润医药,10000人以上,国企,7千-1万
管理培训生（FinTech方向-科技类）,全国,硕士,兴业银行,1000-9999人,股份制企业,面议
市场研究岗,北京,硕士,中海油,10000人以上,国企,面议
产品经理/项目经理,北京,本科,海尔2023校园招聘,10000人以上,股份制企业,面议
数据应用岗,北京,硕士,北汽集团,100-299人,国企,面议
生物分析方向-活性筛选-YL(J10603),北京,硕士,甘李药业,1000-9999人,股份制企业,9千-1.5万
科研助理,北京,本科,招聘引才活动,1000-9999人,事业单位,8千-1万
运维优化工程师,北京,学历不限,中海油,10000人以上,国企,面议
广告执行专员（北京）(J10192),北京,本科,360集团,100-299人,其它,面议
新技术开发工程师,北京,硕士,北汽集团,100-299人,国企,面议
日语咨询顾问,北京,本科,英创安众,100-299人,合资,1万-1.6万
主播,北京,本科,中国科学技术出版社有限公司,500-999人,国企,8千-1.2万
库房管理员,北京,大专,健实(北京)分析仪器有限公司,20-99人,民营,5千-6千
数据分析专员（英语）,北京,本科,北京东方亿思知识产权代理有限责任公司,100-299人,民营,7千-9千
SFE专员数据分析实习生,北京,硕士,特宝生物,1000-9999人,上市公司,3千-5千
天猫电商运营,北京,大专,北京小小螺号商贸有限公司,20-99人,民营,8千-1.5万
bd经理,北京,本科,康比特,500-999人,股份制企业,1.5万-2.3万
商务专员,北京,大专,达瓦未来(重庆)影像科技有限公司北京分公司,100-299人,民营,8千-1.5万
下单员助理,北京,大专,北京首建同创投资管理有限公司,,,1万-1.8万
豪宅顾问,北京,本科,丽兹行,1000-9999人,民营,1万-1.4万
QA工程师,北京,本科,久事神康,100-299人,股份制企业,8千-1.6万
GIS数据分析专员,北京,本科,北京北科博研科技有限公司,20-99人,股份制企业,7千-1万
气象数据分析工程师,北京,硕士,航天新气象科技有限公司,300-499人,国企,1.2万-1.8万
市场专员,北京,本科,学信网,100-299人,其它,6千-7千
工程造价分析师,北京,本科,海博浩(深圳)贸易有限公司,20-99人,民营,8千-1.2万
房产销售 房产经纪人 储备经理 底薪6000+ 带薪培训+就近分配+定期团建,北京,大专,北京京东联行房地产顾问有限公司,300-499人,民营,1.1万-1.7万
销售运营支援专员,北京,学历不限,丰田汽车（中国）投资有限公司,500-999人,外商独资,8千-1.2万
数据分析开发工程师（2023届校招）,北京,本科,北京山石网科信息技术有限公司,500-999人,其它,1.1万-1.5万
中央采购管理培训生,北京,本科,正大集团,10000人以上,外商独资,8千-1万
经营专员（第三方编制）,北京,本科,公诚管理咨询有限公司北京分公司,10000人以上,国企,6千-9千
数据分析师,北京,大专,点奇互联(北京)科技有限公司,100-299人,,8千-1.5万
销售代表,北京,大专,和润天成国际物流(北京)有限公司,20-99人,股份制企业,5千-1万
数据管理工程师（北京/J13382),北京,硕士,北京奕斯伟计算技术股份有限公司,1000-9999人,民营,1.5万-3万
数据分析工程师,北京,大专,内蒙古钛驰新迪商务有限公司,20-99人,,1万-1.5万
外资车企销售模型数据分析,北京,本科,万宝盛华企业管理咨询(上海)有限公司北京分公司,1000-9999人,外商独资,1.3万-1.7万
数据分析专员,北京,本科,九州通医药集团股份有限公司,10000人以上,上市公司,4千-6千
部门助理,北京,本科,联通租赁集团有限公司,1000-9999人,股份制企业,7千-8千
电话销售/试用期全额薪资/优厚福利,北京,中专/中技,北京盛世云鼎投资管理有限公司,20-99人,股份制企业,8千-1.5万
贸易结算员,北京,本科,正大集团,10000人以上,外商独资,6千-8千
空间大数据分析工程师-实习,北京,本科,易智瑞信息技术有限公司,300-499人,民营,2千-4千
资料分析员,北京,本科,北京翰星商贸有限公司,20-99人,,8千-1.2万
试剂研发助理,北京,本科,北京谊安医疗系统股份有限公司,1000-9999人,股份制企业,8千-1.5万
华为终端管培生,北京,本科,北京中益德诚科技有限公司,1000-9999人,民营,8千-1.2万
大数据分析师,北京,本科,深圳市味蕾餐饮文化有限公司,20-99人,民营,8千-1.2万
器官芯片研究科学家,北京,博士,博奥生物,1000-9999人,国企,1.3万-2.3万
旗舰店/概念店/大店/副店长（奢侈品求懂摄影有审美）,北京,大专,北京位来小猎科技有限公司,300-499人,民营,1.3万-2.5万
财务数据分析师,北京,本科,北京靖川科技有限公司,20人以下,,8千-1.2万
研发工程师-通用石墨烯薄膜课题组,北京,本科,北京石墨烯研究院,100-299人,其它,1万-2万
数字孪生高级研究员,北京,博士,和利时集团,1000-9999人,上市公司,2.5万-3.5万
互联网公益专员,北京,学历不限,北京善和公益基金会,20人以下,社会团体,8千-1.2万
生物信息工程师(基因测序),北京,硕士,北京诺禾致源科技股份有限公司,1000-9999人,民营,1.4万-1.8万
（双休）新媒体运营+无责8k+双休+五险一金,北京,学历不限,深圳爱华人才培训中心,500-999人,民营,8千-1.2万
航天信息 大数据工程师（***博士学历）,北京,博士,航天信息,1000-9999人,国企,3.5万-6万
算法工程师(应用数学方向) (MJ000097),北京,硕士,北京与光科技有限公司,20-99人,民营,2.5万-5万
人保科技-共享中心-科技类2-需求管理岗- 2023届校招(J55053),北京,硕士,人保信息科技有限公司,500-999人,国企,1.5万-2.5万
大数据分析师,北京,本科,深圳市味蕾餐饮文化有限公司,20-99人,民营,8千-1.2万
数据分析师（北京）,北京,硕士,北京瑞尼尔技术有限公司,20-99人,民营,1.1万-2万
遗传分析师,北京,硕士,金域医学,10000人以上,上市公司,1万-2万
算法工程师-数据分析方向,北京,硕士,北京西清能源科技有限公司,20-99人,民营,1.5万-2.5万
专利分析师,北京,本科,隆天国际知识产权代理有限公司,100-299人,外商独资,1万-1.5万
咨询顾问（数据分析方向）,北京,本科,上海博阳精讯信息科技有限公司,100-299人,民营,5千-1万
2023届校招-数据分析助理(J19184),北京,本科,金风科技股份有限公司,1000-9999人,股份制企业,6千-8千
业务内勤,北京,本科,北京海垦商贸发展有限公司,20-99人,国企,5千-7千
游戏运营,北京,大专,博彦科技承德有限公司,1000-9999人,股份制企业,8千-1.2万
神经科学研究员,北京,硕士,北京大艾机器人科技有限公司,20-99人,民营,3万-5万
桥梁监测工程师,北京,本科,中交公规土木大数据信息技术(北京)有限公司,20-99人,国企,6千-1.2万
校招—产业分析师(J10261),北京,硕士,北京牡丹电子集团有限责任公司,500-999人,国企,8千-1.3万
数据分析师,北京,大专,阿鲁科尔沁旗迪新网络科技有限公司,100-299人,民营,8千-1.2万
数据统计员,北京,本科,沈阳南易材料科技有限公司,20-99人,民营,9千-1.4万
实习生（23届）,北京,大专,北京早安物业管理有限公司,20-99人,,5千-9千
临床试验数据统计师,北京,硕士,诺思格(北京)医药科技股份有限公司,1000-9999人,合资,9千-1.6万
质量分析研究员——2023届校招 (MJ000288),北京,硕士,北京昭衍生物技术有限公司,300-499人,合资,9千-1.2万
环境数字化咨询与服务,北京,硕士,绿巢智慧数据科技(北京)有限公司,20-99人,民营,8千-1.3万
电力预测分析师,北京,本科,北京紫光数智科技股份有限公司,100-299人,股份制企业,1.3万-2.5万
电商数据分析师,北京,本科,北京觅肆文化传媒有限公司,20-99人,民营,8千-1.6万
销售运营(商业化运营),北京,本科,科锐国际,1000-9999人,合资,1万-1.5万
数据中心数据分析人员,北京,本科,北京博富瑞基因诊断技术有限公司,100-299人,民营,6千-1.2万
患教-数据专员 (MJ000940),北京,本科,荣昌生物制药(烟台)股份有限公司,1000-9999人,上市公司,9千-1.2万
校招—舆情分析师(J10264),北京,硕士,北京牡丹电子集团有限责任公司,500-999人,国企,8千-1.2万
财务分析经理,北京,本科,国科恒泰(北京)医疗科技股份有限公司,500-999人,国企,1万-2万
互联网行业研究员22SCJ03,北京,硕士,中国信息通信研究院,1000-9999人,事业单位,1.5万-2万
